PostDate,JobFamily,CountIdIndexed
07-07-2020,Hospitality Staff,0.5199
07-07-2020,Human Resources,0.3161
07-07-2020,IT,0.1476
07-07-2020,Manufacturing/Operations Staff,0.491
07-07-2020,Marketing/Advertising,0.4789
07-07-2020,Product Management,0.5182
07-07-2020,Retail Staff,0.5196
07-07-2020,Sales,0.461
07-07-2020,Security,0.5347
07-07-2020,Skilled Trades,0.604
07-07-2020,Supply Chain Staff,0.5921
07-07-2020,Unassigned,0.1732
08-07-2020,Customer Service,0.468
08-07-2020,Entertainment and Recreation,0.354
08-07-2020,Facilities/Constr,0.5769
08-07-2020,Finance/Insurance,0.4872
08-07-2020,Food & Beverage,0.5376
08-07-2020,Healthcare,0.3702
08-07-2020,Hospitality Staff,0.4796
08-07-2020,Human Resources,0.3189
08-07-2020,IT,0.1407
08-07-2020,Manufacturing/Operations Staff,0.4456
08-07-2020,Marketing/Advertising,0.4475
08-07-2020,Product Management,0.5168
08-07-2020,Retail Staff,0.5091
08-07-2020,Sales,0.4304
08-07-2020,Security,0.5203
08-07-2020,Skilled Trades,0.5623
08-07-2020,Supply Chain Staff,0.562
08-07-2020,Unassigned,0.1758
09-07-2020,Customer Service,0.4497
09-07-2020,Entertainment and Recreation,0.3283
09-07-2020,Facilities/Constr,0.49
09-07-2020,Finance/Insurance,0.489
09-07-2020,Food & Beverage,0.5163
09-07-2020,Healthcare,0.3802
09-07-2020,Hospitality Staff,0.4463
09-07-2020,Human Resources,0.324
09-07-2020,IT,0.1444
09-07-2020,Manufacturing/Operations Staff,0.4089
09-07-2020,Marketing/Advertising,0.4392
09-07-2020,Product Management,0.53
09-07-2020,Retail Staff,0.5019
09-07-2020,Sales,0.4216
09-07-2020,Security,0.5401
09-07-2020,Skilled Trades,0.5342
09-07-2020,Supply Chain Staff,0.5456
09-07-2020,Unassigned,0.1823
10-07-2020,Customer Service,0.459
10-07-2020,Entertainment and Recreation,0.3321
10-07-2020,Facilities/Constr,0.4525
10-07-2020,Finance/Insurance,0.5141
10-07-2020,Food & Beverage,0.5151
10-07-2020,Healthcare,0.4211
10-07-2020,Hospitality Staff,0.4356
10-07-2020,Human Resources,0.3592
10-07-2020,IT,0.1572
10-07-2020,Manufacturing/Operations Staff,0.4115
10-07-2020,Marketing/Advertising,0.4483
10-07-2020,Product Management,0.5685
10-07-2020,Retail Staff,0.511
10-07-2020,Sales,0.4339
10-07-2020,Security,0.5947
10-07-2020,Skilled Trades,0.5581
10-07-2020,Supply Chain Staff,0.5578
10-07-2020,Unassigned,0.1982
11-07-2020,Customer Service,0.4954
11-07-2020,Entertainment and Recreation,0.3456
11-07-2020,Facilities/Constr,0.4616
11-07-2020,Finance/Insurance,0.5551
11-07-2020,Food & Beverage,0.5355
11-07-2020,Healthcare,0.4526
11-07-2020,Hospitality Staff,0.4445
11-07-2020,Human Resources,0.3896
11-07-2020,IT,0.1698
11-07-2020,Manufacturing/Operations Staff,0.4275
11-07-2020,Marketing/Advertising,0.4753
11-07-2020,Product Management,0.6149
11-07-2020,Retail Staff,0.5358
11-07-2020,Sales,0.4495
11-07-2020,Security,0.6577
11-07-2020,Skilled Trades,0.5918
11-07-2020,Supply Chain Staff,0.5828
11-07-2020,Unassigned,0.2132
12-07-2020,Customer Service,0.4974
12-07-2020,Entertainment and Recreation,0.347
12-07-2020,Facilities/Constr,0.455
12-07-2020,Finance/Insurance,0.5581
12-07-2020,Food & Beverage,0.5377
12-07-2020,Healthcare,0.4565
12-07-2020,Hospitality Staff,0.438
12-07-2020,Human Resources,0.3935
12-07-2020,IT,0.171
12-07-2020,Manufacturing/Operations Staff,0.4244
12-07-2020,Marketing/Advertising,0.4814
12-07-2020,Product Management,0.6174
12-07-2020,Retail Staff,0.5363
12-07-2020,Sales,0.4499
12-07-2020,Security,0.6708
12-07-2020,Skilled Trades,0.5952
12-07-2020,Supply Chain Staff,0.5817
12-07-2020,Unassigned,0.2154
13-07-2020,Customer Service,0.5054
13-07-2020,Entertainment and Recreation,0.3492
13-07-2020,Facilities/Constr,0.4623
13-07-2020,Finance/Insurance,0.5631
13-07-2020,Food & Beverage,0.5395
13-07-2020,Healthcare,0.4606
13-07-2020,Hospitality Staff,0.4424
13-07-2020,Human Resources,0.3998
13-07-2020,IT,0.1727
13-07-2020,Manufacturing/Operations Staff,0.4342
13-07-2020,Marketing/Advertising,0.4838
13-07-2020,Product Management,0.6342
13-07-2020,Retail Staff,0.535
13-07-2020,Sales,0.4504
13-07-2020,Security,0.6642
13-07-2020,Skilled Trades,0.6016
13-07-2020,Supply Chain Staff,0.5923
13-07-2020,Unassigned,0.2176
14-07-2020,Customer Service,0.5099
14-07-2020,Entertainment and Recreation,0.3553
14-07-2020,Facilities/Constr,0.4691
14-07-2020,Finance/Insurance,0.5689
14-07-2020,Food & Beverage,0.5417
14-07-2020,Healthcare,0.4746
14-07-2020,Hospitality Staff,0.4436
14-07-2020,Human Resources,0.4074
14-07-2020,IT,0.1719
14-07-2020,Manufacturing/Operations Staff,0.4448
14-07-2020,Marketing/Advertising,0.4808
14-07-2020,Product Management,0.6366
14-07-2020,Retail Staff,0.5309
14-07-2020,Sales,0.4458
14-07-2020,Security,0.6438
14-07-2020,Skilled Trades,0.6191
14-07-2020,Supply Chain Staff,0.5987
14-07-2020,Unassigned,0.22
15-07-2020,Customer Service,0.5112
15-07-2020,Entertainment and Recreation,0.3497
15-07-2020,Facilities/Constr,0.474
15-07-2020,Finance/Insurance,0.5704
15-07-2020,Food & Beverage,0.544
15-07-2020,Healthcare,0.4759
15-07-2020,Hospitality Staff,0.4449
15-07-2020,Human Resources,0.4034
15-07-2020,IT,0.1749
15-07-2020,Manufacturing/Operations Staff,0.4481
15-07-2020,Marketing/Advertising,0.4786
15-07-2020,Product Management,0.6368
15-07-2020,Retail Staff,0.5294
15-07-2020,Sales,0.447
15-07-2020,Security,0.6533
15-07-2020,Skilled Trades,0.6219
15-07-2020,Supply Chain Staff,0.5992
15-07-2020,Unassigned,0.2217
16-07-2020,Customer Service,0.515
16-07-2020,Entertainment and Recreation,0.3411
16-07-2020,Facilities/Constr,0.4769
16-07-2020,Finance/Insurance,0.5693
16-07-2020,Food & Beverage,0.5418
16-07-2020,Healthcare,0.4746
16-07-2020,Hospitality Staff,0.4474
16-07-2020,Human Resources,0.3989
16-07-2020,IT,0.1728
16-07-2020,Manufacturing/Operations Staff,0.4457
16-07-2020,Marketing/Advertising,0.4734
16-07-2020,Product Management,0.6272
16-07-2020,Retail Staff,0.531
16-07-2020,Sales,0.4381
16-07-2020,Security,0.6345
16-07-2020,Skilled Trades,0.6181
16-07-2020,Supply Chain Staff,0.6002
16-07-2020,Unassigned,0.2218
17-07-2020,Customer Service,0.5173
17-07-2020,Entertainment and Recreation,0.3386
17-07-2020,Facilities/Constr,0.4642
17-07-2020,Finance/Insurance,0.5713
17-07-2020,Food & Beverage,0.5407
17-07-2020,Healthcare,0.4696
17-07-2020,Hospitality Staff,0.4466
17-07-2020,Human Resources,0.3887
17-07-2020,IT,0.1741
17-07-2020,Manufacturing/Operations Staff,0.4457
17-07-2020,Marketing/Advertising,0.4725
17-07-2020,Product Management,0.6236
17-07-2020,Retail Staff,0.524
17-07-2020,Sales,0.4361
17-07-2020,Security,0.621
17-07-2020,Skilled Trades,0.6101
17-07-2020,Supply Chain Staff,0.603
17-07-2020,Unassigned,0.2218
18-07-2020,Customer Service,0.4978
18-07-2020,Entertainment and Recreation,0.3332
18-07-2020,Facilities/Constr,0.4608
18-07-2020,Finance/Insurance,0.5581
18-07-2020,Food & Beverage,0.5403
18-07-2020,Healthcare,0.4698
18-07-2020,Hospitality Staff,0.4383
18-07-2020,Human Resources,0.3835
18-07-2020,IT,0.1732
18-07-2020,Manufacturing/Operations Staff,0.4415
18-07-2020,Marketing/Advertising,0.4698
18-07-2020,Product Management,0.6212
18-07-2020,Retail Staff,0.5132
18-07-2020,Sales,0.4382
18-07-2020,Security,0.6026
18-07-2020,Skilled Trades,0.6083
18-07-2020,Supply Chain Staff,0.6026
18-07-2020,Unassigned,0.2208
19-07-2020,Customer Service,0.5009
19-07-2020,Entertainment and Recreation,0.3319
19-07-2020,Facilities/Constr,0.4557
19-07-2020,Finance/Insurance,0.5601
19-07-2020,Food & Beverage,0.5444
19-07-2020,Healthcare,0.4721
19-07-2020,Hospitality Staff,0.4379
19-07-2020,Human Resources,0.3856
19-07-2020,IT,0.1733
19-07-2020,Manufacturing/Operations Staff,0.4404
19-07-2020,Marketing/Advertising,0.4707
19-07-2020,Product Management,0.6269
19-07-2020,Retail Staff,0.5223
19-07-2020,Sales,0.4394
19-07-2020,Security,0.601
19-07-2020,Skilled Trades,0.6082
19-07-2020,Supply Chain Staff,0.6025
19-07-2020,Unassigned,0.2222
20-07-2020,Customer Service,0.4977
20-07-2020,Entertainment and Recreation,0.3296
20-07-2020,Facilities/Constr,0.4487
20-07-2020,Finance/Insurance,0.5529
20-07-2020,Food & Beverage,0.5432
20-07-2020,Healthcare,0.4749
20-07-2020,Hospitality Staff,0.426
20-07-2020,Human Resources,0.3817
20-07-2020,IT,0.1715
20-07-2020,Manufacturing/Operations Staff,0.4371
20-07-2020,Marketing/Advertising,0.4718
20-07-2020,Product Management,0.6055
20-07-2020,Retail Staff,0.5215
20-07-2020,Sales,0.4377
20-07-2020,Security,0.6058
20-07-2020,Skilled Trades,0.6093
20-07-2020,Supply Chain Staff,0.6031
20-07-2020,Unassigned,0.2211
21-07-2020,Customer Service,0.5027
21-07-2020,Entertainment and Recreation,0.3308
21-07-2020,Facilities/Constr,0.4498
21-07-2020,Finance/Insurance,0.5544
21-07-2020,Food & Beverage,0.5495
21-07-2020,Healthcare,0.4713
21-07-2020,Hospitality Staff,0.4165
21-07-2020,Human Resources,0.3784
21-07-2020,IT,0.1773
21-07-2020,Manufacturing/Operations Staff,0.4374
21-07-2020,Marketing/Advertising,0.4754
21-07-2020,Product Management,0.6
21-07-2020,Retail Staff,0.5137
21-07-2020,Sales,0.4541
21-07-2020,Security,0.6435
21-07-2020,Skilled Trades,0.6067
21-07-2020,Supply Chain Staff,0.6144
21-07-2020,Unassigned,0.2235
22-07-2020,Customer Service,0.519
22-07-2020,Entertainment and Recreation,0.3291
22-07-2020,Facilities/Constr,0.444
22-07-2020,Finance/Insurance,0.5514
22-07-2020,Food & Beverage,0.5558
22-07-2020,Healthcare,0.4691
22-07-2020,Hospitality Staff,0.4022
22-07-2020,Human Resources,0.3801
22-07-2020,IT,0.1731
22-07-2020,Manufacturing/Operations Staff,0.4368
22-07-2020,Marketing/Advertising,0.4812
22-07-2020,Product Management,0.6065
22-07-2020,Retail Staff,0.5102
22-07-2020,Sales,0.4571
22-07-2020,Security,0.6206
22-07-2020,Skilled Trades,0.6093
22-07-2020,Supply Chain Staff,0.6214
22-07-2020,Unassigned,0.2236
23-07-2020,Customer Service,0.5327
23-07-2020,Entertainment and Recreation,0.3292
23-07-2020,Facilities/Constr,0.4508
23-07-2020,Finance/Insurance,0.5614
23-07-2020,Food & Beverage,0.5612
23-07-2020,Healthcare,0.4722
23-07-2020,Hospitality Staff,0.4008
23-07-2020,Human Resources,0.3875
23-07-2020,IT,0.1756
23-07-2020,Manufacturing/Operations Staff,0.4449
23-07-2020,Marketing/Advertising,0.4866
23-07-2020,Product Management,0.6213
23-07-2020,Retail Staff,0.5147
23-07-2020,Sales,0.4593
23-07-2020,Security,0.6324
23-07-2020,Skilled Trades,0.6138
23-07-2020,Supply Chain Staff,0.626
23-07-2020,Unassigned,0.2258
24-07-2020,Customer Service,0.5324
24-07-2020,Entertainment and Recreation,0.3339
24-07-2020,Facilities/Constr,0.4568
24-07-2020,Finance/Insurance,0.5614
24-07-2020,Food & Beverage,0.5598
24-07-2020,Healthcare,0.4732
24-07-2020,Hospitality Staff,0.3974
24-07-2020,Human Resources,0.3933
24-07-2020,IT,0.1736
24-07-2020,Manufacturing/Operations Staff,0.4451
24-07-2020,Marketing/Advertising,0.4845
24-07-2020,Product Management,0.6244
24-07-2020,Retail Staff,0.5212
24-07-2020,Sales,0.464
24-07-2020,Security,0.6404
24-07-2020,Skilled Trades,0.6138
24-07-2020,Supply Chain Staff,0.6253
24-07-2020,Unassigned,0.2259
25-07-2020,Customer Service,0.5394
25-07-2020,Entertainment and Recreation,0.3354
25-07-2020,Facilities/Constr,0.4571
25-07-2020,Finance/Insurance,0.5635
25-07-2020,Food & Beverage,0.561
25-07-2020,Healthcare,0.4761
25-07-2020,Hospitality Staff,0.3982
25-07-2020,Human Resources,0.3974
25-07-2020,IT,0.1732
25-07-2020,Manufacturing/Operations Staff,0.4471
25-07-2020,Marketing/Advertising,0.4871
25-07-2020,Product Management,0.6318
25-07-2020,Retail Staff,0.5274
25-07-2020,Sales,0.4591
25-07-2020,Security,0.6415
25-07-2020,Skilled Trades,0.6157
25-07-2020,Supply Chain Staff,0.6255
25-07-2020,Unassigned,0.2265
26-07-2020,Customer Service,0.5373
26-07-2020,Entertainment and Recreation,0.3357
26-07-2020,Facilities/Constr,0.4585
26-07-2020,Finance/Insurance,0.5611
26-07-2020,Food & Beverage,0.5578
26-07-2020,Healthcare,0.4772
26-07-2020,Hospitality Staff,0.3997
26-07-2020,Human Resources,0.3998
26-07-2020,IT,0.1734
26-07-2020,Manufacturing/Operations Staff,0.4487
26-07-2020,Marketing/Advertising,0.4865
26-07-2020,Product Management,0.632
26-07-2020,Retail Staff,0.5242
26-07-2020,Sales,0.4569
26-07-2020,Security,0.6422
26-07-2020,Skilled Trades,0.614
26-07-2020,Supply Chain Staff,0.6294
26-07-2020,Unassigned,0.2259
27-07-2020,Customer Service,0.5385
27-07-2020,Entertainment and Recreation,0.3326
27-07-2020,Facilities/Constr,0.4634
27-07-2020,Finance/Insurance,0.5672
27-07-2020,Food & Beverage,0.558
27-07-2020,Healthcare,0.4743
27-07-2020,Hospitality Staff,0.4102
27-07-2020,Human Resources,0.4002
27-07-2020,IT,0.1724
27-07-2020,Manufacturing/Operations Staff,0.4474
27-07-2020,Marketing/Advertising,0.4853
27-07-2020,Product Management,0.6489
27-07-2020,Retail Staff,0.5274
27-07-2020,Sales,0.4531
27-07-2020,Security,0.6344
27-07-2020,Skilled Trades,0.618
27-07-2020,Supply Chain Staff,0.6329
27-07-2020,Unassigned,0.2269
28-07-2020,Customer Service,0.5325
28-07-2020,Entertainment and Recreation,0.3243
28-07-2020,Facilities/Constr,0.4572
28-07-2020,Finance/Insurance,0.559
28-07-2020,Food & Beverage,0.5445
28-07-2020,Healthcare,0.4709
28-07-2020,Hospitality Staff,0.4193
28-07-2020,Human Resources,0.4012
28-07-2020,IT,0.1693
28-07-2020,Manufacturing/Operations Staff,0.4455
28-07-2020,Marketing/Advertising,0.4774
28-07-2020,Product Management,0.654
28-07-2020,Retail Staff,0.5265
28-07-2020,Sales,0.4442
28-07-2020,Security,0.617
28-07-2020,Skilled Trades,0.6166
28-07-2020,Supply Chain Staff,0.6232
28-07-2020,Unassigned,0.2243
29-07-2020,Customer Service,0.5192
29-07-2020,Entertainment and Recreation,0.3254
29-07-2020,Facilities/Constr,0.4527
29-07-2020,Finance/Insurance,0.5637
29-07-2020,Food & Beverage,0.5357
29-07-2020,Healthcare,0.4706
29-07-2020,Hospitality Staff,0.4218
29-07-2020,Human Resources,0.4038
29-07-2020,IT,0.1695
29-07-2020,Manufacturing/Operations Staff,0.4475
29-07-2020,Marketing/Advertising,0.4683
29-07-2020,Product Management,0.6539
29-07-2020,Retail Staff,0.5279
29-07-2020,Sales,0.4411
29-07-2020,Security,0.6229
29-07-2020,Skilled Trades,0.6092
29-07-2020,Supply Chain Staff,0.6227
29-07-2020,Unassigned,0.2239
30-07-2020,Customer Service,0.5096
30-07-2020,Entertainment and Recreation,0.332
30-07-2020,Facilities/Constr,0.4456
30-07-2020,Finance/Insurance,0.5548
30-07-2020,Food & Beverage,0.5302
30-07-2020,Healthcare,0.4701
30-07-2020,Hospitality Staff,0.4251
30-07-2020,Human Resources,0.4062
30-07-2020,IT,0.1671
30-07-2020,Manufacturing/Operations Staff,0.443
30-07-2020,Marketing/Advertising,0.4644
30-07-2020,Product Management,0.6552
30-07-2020,Retail Staff,0.5265
30-07-2020,Sales,0.4421
30-07-2020,Security,0.622
30-07-2020,Skilled Trades,0.6007
30-07-2020,Supply Chain Staff,0.6178
30-07-2020,Unassigned,0.2227
31-07-2020,Customer Service,0.5068
31-07-2020,Entertainment and Recreation,0.3254
31-07-2020,Facilities/Constr,0.4376
31-07-2020,Finance/Insurance,0.5505
31-07-2020,Food & Beverage,0.5249
31-07-2020,Healthcare,0.4627
31-07-2020,Hospitality Staff,0.4275
31-07-2020,Human Resources,0.4046
31-07-2020,IT,0.1659
31-07-2020,Manufacturing/Operations Staff,0.4367
31-07-2020,Marketing/Advertising,0.4597
31-07-2020,Product Management,0.651
31-07-2020,Retail Staff,0.5204
31-07-2020,Sales,0.4332
31-07-2020,Security,0.6078
31-07-2020,Skilled Trades,0.6023
31-07-2020,Supply Chain Staff,0.608
31-07-2020,Unassigned,0.221
01-08-2020,Customer Service,0.5205
01-08-2020,Entertainment and Recreation,0.3321
01-08-2020,Facilities/Constr,0.4378
01-08-2020,Finance/Insurance,0.5607
01-08-2020,Food & Beverage,0.534
01-08-2020,Healthcare,0.4766
01-08-2020,Hospitality Staff,0.4344
01-08-2020,Human Resources,0.4147
01-08-2020,IT,0.1707
01-08-2020,Manufacturing/Operations Staff,0.453
01-08-2020,Marketing/Advertising,0.4607
01-08-2020,Product Management,0.6566
01-08-2020,Retail Staff,0.5331
01-08-2020,Sales,0.4531
01-08-2020,Security,0.6403
01-08-2020,Skilled Trades,0.6095
01-08-2020,Supply Chain Staff,0.6486
01-08-2020,Unassigned,0.2256
02-08-2020,Customer Service,0.5304
02-08-2020,Entertainment and Recreation,0.3325
02-08-2020,Facilities/Constr,0.4383
02-08-2020,Finance/Insurance,0.5636
02-08-2020,Food & Beverage,0.5329
02-08-2020,Healthcare,0.4783
02-08-2020,Hospitality Staff,0.4331
02-08-2020,Human Resources,0.4149
02-08-2020,IT,0.1718
02-08-2020,Manufacturing/Operations Staff,0.4541
02-08-2020,Marketing/Advertising,0.4587
02-08-2020,Product Management,0.6557
02-08-2020,Retail Staff,0.5331
02-08-2020,Sales,0.4549
02-08-2020,Security,0.651
02-08-2020,Skilled Trades,0.6134
02-08-2020,Supply Chain Staff,0.6542
02-08-2020,Unassigned,0.2267
03-08-2020,Customer Service,0.526
03-08-2020,Entertainment and Recreation,0.335
03-08-2020,Facilities/Constr,0.4371
03-08-2020,Finance/Insurance,0.5663
03-08-2020,Food & Beverage,0.5338
03-08-2020,Healthcare,0.4814
03-08-2020,Hospitality Staff,0.4336
03-08-2020,Human Resources,0.4203
03-08-2020,IT,0.173
03-08-2020,Manufacturing/Operations Staff,0.4582
03-08-2020,Marketing/Advertising,0.4544
03-08-2020,Product Management,0.6494
03-08-2020,Retail Staff,0.5265
03-08-2020,Sales,0.4653
03-08-2020,Security,0.6554
03-08-2020,Skilled Trades,0.6106
03-08-2020,Supply Chain Staff,0.6532
03-08-2020,Unassigned,0.2264
04-08-2020,Customer Service,0.5189
04-08-2020,Entertainment and Recreation,0.341
04-08-2020,Facilities/Constr,0.4426
04-08-2020,Finance/Insurance,0.5728
04-08-2020,Food & Beverage,0.5333
04-08-2020,Healthcare,0.4837
04-08-2020,Hospitality Staff,0.4314
04-08-2020,Human Resources,0.4296
04-08-2020,IT,0.1746
04-08-2020,Manufacturing/Operations Staff,0.4585
04-08-2020,Marketing/Advertising,0.4572
04-08-2020,Product Management,0.6449
04-08-2020,Retail Staff,0.5212
04-08-2020,Sales,0.4661
04-08-2020,Security,0.6685
04-08-2020,Skilled Trades,0.6043
04-08-2020,Supply Chain Staff,0.6643
04-08-2020,Unassigned,0.2258
05-08-2020,Customer Service,0.5218
05-08-2020,Entertainment and Recreation,0.3369
05-08-2020,Facilities/Constr,0.4412
05-08-2020,Finance/Insurance,0.5677
05-08-2020,Food & Beverage,0.5333
05-08-2020,Healthcare,0.4856
05-08-2020,Hospitality Staff,0.4336
05-08-2020,Human Resources,0.4307
05-08-2020,IT,0.1742
05-08-2020,Manufacturing/Operations Staff,0.4533
05-08-2020,Marketing/Advertising,0.4592
05-08-2020,Product Management,0.6305
05-08-2020,Retail Staff,0.5245
05-08-2020,Sales,0.4483
05-08-2020,Security,0.6495
05-08-2020,Skilled Trades,0.6029
05-08-2020,Supply Chain Staff,0.6667
05-08-2020,Unassigned,0.2259
06-08-2020,Customer Service,0.5201
06-08-2020,Entertainment and Recreation,0.3302
06-08-2020,Facilities/Constr,0.4362
06-08-2020,Finance/Insurance,0.5707
06-08-2020,Food & Beverage,0.5357
06-08-2020,Healthcare,0.4902
06-08-2020,Hospitality Staff,0.4147
06-08-2020,Human Resources,0.4312
06-08-2020,IT,0.1748
06-08-2020,Manufacturing/Operations Staff,0.4538
06-08-2020,Marketing/Advertising,0.4612
06-08-2020,Product Management,0.6244
06-08-2020,Retail Staff,0.5281
06-08-2020,Sales,0.4472
06-08-2020,Security,0.646
06-08-2020,Skilled Trades,0.6082
06-08-2020,Supply Chain Staff,0.6677
06-08-2020,Unassigned,0.2278
07-08-2020,Customer Service,0.5251
07-08-2020,Entertainment and Recreation,0.3258
07-08-2020,Facilities/Constr,0.4347
07-08-2020,Finance/Insurance,0.5826
07-08-2020,Food & Beverage,0.5396
07-08-2020,Healthcare,0.5028
07-08-2020,Hospitality Staff,0.404
07-08-2020,Human Resources,0.4355
07-08-2020,IT,0.1754
07-08-2020,Manufacturing/Operations Staff,0.4629
07-08-2020,Marketing/Advertising,0.463
07-08-2020,Product Management,0.6265
07-08-2020,Retail Staff,0.5355
07-08-2020,Sales,0.4586
07-08-2020,Security,0.6554
07-08-2020,Skilled Trades,0.6194
07-08-2020,Supply Chain Staff,0.6817
07-08-2020,Unassigned,0.2314
08-08-2020,Customer Service,0.51
08-08-2020,Entertainment and Recreation,0.3202
08-08-2020,Facilities/Constr,0.4362
08-08-2020,Finance/Insurance,0.5839
08-08-2020,Food & Beverage,0.5281
08-08-2020,Healthcare,0.4915
08-08-2020,Hospitality Staff,0.3913
08-08-2020,Human Resources,0.425
08-08-2020,IT,0.1716
08-08-2020,Manufacturing/Operations Staff,0.4532
08-08-2020,Marketing/Advertising,0.4612
08-08-2020,Product Management,0.5896
08-08-2020,Retail Staff,0.5233
08-08-2020,Sales,0.4496
08-08-2020,Security,0.6211
08-08-2020,Skilled Trades,0.6192
08-08-2020,Supply Chain Staff,0.6453
08-08-2020,Unassigned,0.2307
09-08-2020,Customer Service,0.494
09-08-2020,Entertainment and Recreation,0.3165
09-08-2020,Facilities/Constr,0.4296
09-08-2020,Finance/Insurance,0.5802
09-08-2020,Food & Beverage,0.5198
09-08-2020,Healthcare,0.488
09-08-2020,Hospitality Staff,0.3849
09-08-2020,Human Resources,0.4233
09-08-2020,IT,0.1694
09-08-2020,Manufacturing/Operations Staff,0.4522
09-08-2020,Marketing/Advertising,0.4547
09-08-2020,Product Management,0.583
09-08-2020,Retail Staff,0.509
09-08-2020,Sales,0.4432
09-08-2020,Security,0.6092
09-08-2020,Skilled Trades,0.6132
09-08-2020,Supply Chain Staff,0.6339
09-08-2020,Unassigned,0.2282
10-08-2020,Customer Service,0.4654
10-08-2020,Entertainment and Recreation,0.2912
10-08-2020,Facilities/Constr,0.3927
10-08-2020,Finance/Insurance,0.5334
10-08-2020,Food & Beverage,0.4832
10-08-2020,Healthcare,0.4481
10-08-2020,Hospitality Staff,0.3484
10-08-2020,Human Resources,0.3893
10-08-2020,IT,0.1567
10-08-2020,Manufacturing/Operations Staff,0.4118
10-08-2020,Marketing/Advertising,0.4215
10-08-2020,Product Management,0.5407
10-08-2020,Retail Staff,0.4806
10-08-2020,Sales,0.4064
10-08-2020,Security,0.5674
10-08-2020,Skilled Trades,0.568
10-08-2020,Supply Chain Staff,0.5878
10-08-2020,Unassigned,0.2118
11-08-2020,Customer Service,0.4672
11-08-2020,Entertainment and Recreation,0.2981
11-08-2020,Facilities/Constr,0.3762
11-08-2020,Finance/Insurance,0.5472
11-08-2020,Food & Beverage,0.4804
11-08-2020,Healthcare,0.4595
11-08-2020,Hospitality Staff,0.3444
11-08-2020,Human Resources,0.3856
11-08-2020,IT,0.1582
11-08-2020,Manufacturing/Operations Staff,0.4087
11-08-2020,Marketing/Advertising,0.4193
11-08-2020,Product Management,0.5461
11-08-2020,Retail Staff,0.4789
11-08-2020,Sales,0.4067
11-08-2020,Security,0.5519
11-08-2020,Skilled Trades,0.5546
11-08-2020,Supply Chain Staff,0.5692
11-08-2020,Unassigned,0.213
12-08-2020,Customer Service,0.4736
12-08-2020,Entertainment and Recreation,0.317
12-08-2020,Facilities/Constr,0.3986
12-08-2020,Finance/Insurance,0.5668
12-08-2020,Food & Beverage,0.4997
12-08-2020,Healthcare,0.4716
12-08-2020,Hospitality Staff,0.3571
12-08-2020,Human Resources,0.3933
12-08-2020,IT,0.1644
12-08-2020,Manufacturing/Operations Staff,0.4226
12-08-2020,Marketing/Advertising,0.4325
12-08-2020,Product Management,0.5806
12-08-2020,Retail Staff,0.4882
12-08-2020,Sales,0.4263
12-08-2020,Security,0.5974
12-08-2020,Skilled Trades,0.5817
12-08-2020,Supply Chain Staff,0.6162
12-08-2020,Unassigned,0.2176
13-08-2020,Customer Service,0.4405
13-08-2020,Entertainment and Recreation,0.2951
13-08-2020,Facilities/Constr,0.3785
13-08-2020,Finance/Insurance,0.525
13-08-2020,Food & Beverage,0.4802
13-08-2020,Healthcare,0.4409
13-08-2020,Hospitality Staff,0.3392
13-08-2020,Human Resources,0.3514
13-08-2020,IT,0.1488
13-08-2020,Manufacturing/Operations Staff,0.3767
13-08-2020,Marketing/Advertising,0.4001
13-08-2020,Product Management,0.5314
13-08-2020,Retail Staff,0.4527
13-08-2020,Sales,0.4001
13-08-2020,Security,0.5388
13-08-2020,Skilled Trades,0.5442
13-08-2020,Supply Chain Staff,0.575
13-08-2020,Unassigned,0.2009
14-08-2020,Customer Service,0.4734
14-08-2020,Entertainment and Recreation,0.3393
14-08-2020,Facilities/Constr,0.4382
14-08-2020,Finance/Insurance,0.5798
14-08-2020,Food & Beverage,0.5286
14-08-2020,Healthcare,0.484
14-08-2020,Hospitality Staff,0.4037
14-08-2020,Human Resources,0.3904
14-08-2020,IT,0.1759
14-08-2020,Manufacturing/Operations Staff,0.4025
14-08-2020,Marketing/Advertising,0.4441
14-08-2020,Product Management,0.5656
14-08-2020,Retail Staff,0.4972
14-08-2020,Sales,0.4473
14-08-2020,Security,0.5879
14-08-2020,Skilled Trades,0.5866
14-08-2020,Supply Chain Staff,0.6291
14-08-2020,Unassigned,0.2202
15-08-2020,Customer Service,0.4198
15-08-2020,Entertainment and Recreation,0.3069
15-08-2020,Facilities/Constr,0.3893
15-08-2020,Finance/Insurance,0.5128
15-08-2020,Food & Beverage,0.4688
15-08-2020,Healthcare,0.443
15-08-2020,Hospitality Staff,0.3649
15-08-2020,Human Resources,0.3497
15-08-2020,IT,0.159
15-08-2020,Manufacturing/Operations Staff,0.3577
15-08-2020,Marketing/Advertising,0.3857
15-08-2020,Product Management,0.5266
15-08-2020,Retail Staff,0.4392
15-08-2020,Sales,0.3966
15-08-2020,Security,0.5274
15-08-2020,Skilled Trades,0.5189
15-08-2020,Supply Chain Staff,0.5674
15-08-2020,Unassigned,0.1944
16-08-2020,Customer Service,0.4071
16-08-2020,Entertainment and Recreation,0.2965
16-08-2020,Facilities/Constr,0.3812
16-08-2020,Finance/Insurance,0.4993
16-08-2020,Food & Beverage,0.4464
16-08-2020,Healthcare,0.4353
16-08-2020,Hospitality Staff,0.3494
16-08-2020,Human Resources,0.3393
